id_estudante,estado,cidade,tipo_escola,renda_familiar,nota_matematica,nota_linguagens,nota_ciencias,nota_humanas,nota_redacao,media_final
310,CE,Juazeiro do Norte,Pública,981.04,619.52,597.8,388.96,552.64,553.13,542.41
311,RJ,Nova Iguaçu,Pública,7285.87,595.66,588.1,620.11,465.67,611.41,576.19
312,PE,Petrolina,Privada,2148.98,566.1,560.78,545.78,542.87,642.58,571.62
313,DF,Taguatinga,Privada,2119.91,707.81,637.3,553.05,719.09,681.98,659.85
314,MG,Belo Horizonte,Pública,11115.04,552.12,466.62,553.22,456.48,416.81,489.05
315,DF,Taguatinga,Privada,9481.29,552.17,684.29,583.74,516.03,642.39,595.73
316,CE,Fortaleza,Pública,10100.62,799.15,756.75,656.43,782.96,945.41,788.14
317,PE,Recife,Pública,11118.46,528.2,549.42,580.46,541.66,417.82,523.51
318,SP,Campinas,Pública,7463.9,577.92,528.81,604.53,540.4,639.71,578.27
319,AM,Itacoatiara,Pública,12402.87,747.83,736.26,716.4,613.98,869.09,736.71
320,SP,São Paulo,Pública,1308.81,422.24,540.68,436.24,511.98,396.07,461.44
321,CE,Juazeiro do Norte,Pública,1570.71,695.3,565.33,564.62,566.86,515.6,581.54
322,RJ,Rio de Janeiro,Privada,3948.81,583.09,660.23,583.95,573.77,611.04,602.42
323,PR,Curitiba,Pública,3582.08,672.91,604.28,656.85,605.85,571.54,622.29
324,SP,São Paulo,Privada,7197.17,592.63,653.59,727.95,850.12,780.09,720.88
325,DF,Taguatinga,Privada,11891.36,761.71,701.57,678.59,664.54,659.74,693.23
326,PR,Londrina,Pública,14483.03,769.62,758.02,662.56,793.13,748.02,746.27
327,AM,Parintins,Privada,14084.27,571.1,549.64,621.47,490.84,376.62,521.94
328,MG,Juiz de Fora,Privada,11603.01,550.77,445.07,595.24,490.09,588.55,533.94
329,SP,São Paulo,Pública,2863.64,586.69,636.69,570.02,579.97,541.16,582.91
330,BA,Feira de Santana,Privada,1258.75,771.28,788.72,666.88,793.27,700.47,744.12
331,RS,Pelotas,Pública,1467.11,593.15,477.11,383.82,624.51,579.94,531.71
332,RS,Santa Maria,Privada,13743.11,534.64,556.22,607.23,439.71,566.94,540.95
333,RJ,Niterói,Privada,11238.13,729.39,689.13,730.65,695.62,685.73,706.1
334,CE,Caucaia,Pública,13986.52,459.84,514.92,441.0,504.12,395.03,462.98
335,RJ,Nova Iguaçu,Pública,14389.23,470.06,401.88,442.98,393.97,586.77,459.13
336,PE,Caruaru,Pública,3901.92,531.15,677.16,437.76,683.3,607.81,587.43
337,CE,Caucaia,Privada,9514.56,421.64,579.27,519.19,440.39,399.58,472.02
338,AM,Parintins,Pública,8024.05,575.56,667.12,572.16,604.3,748.58,633.54
339,AM,Itacoatiara,Pública,1729.7,747.16,602.34,694.02,732.9,607.53,676.79
340,PR,Curitiba,Privada,2983.31,613.95,693.89,632.0,526.14,558.33,604.86
341,RS,Pelotas,Pública,7205.98,594.01,547.23,547.21,538.73,515.79,548.59
342,DF,Brasília,Privada,1830.77,666.79,694.16,676.63,611.21,582.77,646.31
343,CE,Caucaia,Pública,2736.62,704.38,599.98,707.15,664.42,598.71,654.93
344,PE,Recife,Pública,8681.99,549.61,443.45,287.63,410.06,398.93,417.94
345,PE,Olinda,Pública,9972.23,778.28,761.03,746.81,693.96,781.34,752.28
346,SP,Sorocaba,Pública,1838.65,735.86,770.11,590.46,664.68,660.57,684.33
347,RS,Porto Alegre,Pública,1791.29,634.41,698.05,639.44,622.06,749.14,668.62
348,PE,Petrolina,Pública,5247.65,679.05,601.18,674.39,735.82,655.81,669.25
349,CE,Sobral,Pública,11801.69,644.32,589.7,581.02,557.1,608.12,596.05
350,RS,Pelotas,Privada,9697.99,373.23,410.22,397.02,401.72,423.47,401.13
351,RS,Porto Alegre,Pública,8517.26,718.76,662.05,724.93,702.83,569.68,675.65
352,BA,Feira de Santana,Pública,8047.85,599.58,587.5,428.51,499.72,495.03,522.07
353,AM,Manaus,Pública,3343.86,691.92,705.28,636.95,686.96,752.24,694.67
354,CE,Caucaia,Pública,6045.98,687.85,609.01,708.53,636.22,659.0,660.12
355,PE,Recife,Privada,8203.5,654.65,669.35,644.28,636.42,598.23,640.59
356,AM,Parintins,Pública,13682.84,427.46,571.52,400.88,480.4,404.97,457.05
357,MG,Contagem,Pública,1894.65,559.05,579.96,475.52,609.06,582.44,561.21
358,PE,Recife,Pública,7599.17,723.71,735.56,658.3,641.48,599.38,671.69
359,AM,Manaus,Privada,2885.48,786.31,510.36,737.57,568.29,524.39,625.39
360,BA,Salvador,Pública,9412.67,542.15,481.56,528.94,428.2,446.19,485.41
361,DF,Ceilândia,Pública,3181.65,392.62,581.89,555.35,535.57,538.91,520.87
362,AM,Itacoatiara,Pública,12536.5,580.52,460.99,482.39,470.48,536.0,506.08
363,RJ,Duque de Caxias,Pública,13608.18,647.53,568.53,533.96,497.71,669.28,583.4
364,AM,Parintins,Pública,12192.66,588.21,613.79,509.38,611.09,587.16,581.93
365,MG,Juiz de Fora,Pública,4101.68,612.14,608.7,664.17,616.67,513.27,602.99
366,DF,Ceilândia,Pública,902.16,444.9,508.54,559.8,506.71,484.36,500.86
367,AM,Parintins,Pública,9488.71,694.6,607.86,653.73,710.9,766.94,686.8
368,CE,Juazeiro do Norte,Privada,9002.65,670.72,609.48,646.69,727.67,665.03,663.92
369,AM,Parintins,Privada,12172.12,553.65,540.15,664.85,639.86,473.99,574.5
370,CE,Sobral,Pública,4535.91,608.93,579.57,496.78,499.41,473.31,531.6
371,DF,Brasília,Privada,12447.25,522.21,478.41,564.89,582.72,495.46,528.74
372,RS,Caxias do Sul,Pública,5908.31,591.29,539.71,532.95,598.41,506.62,553.8
373,RS,Porto Alegre,Privada,1774.36,619.44,630.18,551.8,625.48,568.61,599.1
374,DF,Brasília,Pública,6536.18,668.41,583.4,621.92,634.91,681.2,637.97
375,AM,Parintins,Privada,12346.69,453.87,476.52,524.06,376.2,435.7,453.27
376,DF,Brasília,Pública,4461.04,645.11,581.64,587.51,528.64,563.06,581.19
377,AM,Manaus,Privada,4539.57,758.18,632.67,743.59,695.09,732.99,712.51
378,RS,Pelotas,Pública,11395.42,665.35,651.29,695.22,643.22,700.92,671.2
379,RS,Pelotas,Pública,2314.99,661.97,628.29,632.83,689.67,699.61,662.47
380,CE,Juazeiro do Norte,Pública,7791.23,784.58,597.07,780.68,808.39,739.22,741.99
381,RS,Caxias do Sul,Pública,12149.63,545.46,429.38,562.41,569.68,684.04,558.19
382,AM,Parintins,Pública,919.54,504.85,487.11,662.94,580.65,618.2,570.75
383,BA,Ilhéus,Privada,5671.97,707.94,635.93,635.4,728.32,504.96,642.51
384,RS,Porto Alegre,Privada,12218.04,482.03,536.73,405.09,498.75,508.11,486.14
385,PR,Ponta Grossa,Pública,13484.44,498.65,487.17,536.77,543.46,514.41,516.09
386,RJ,Niterói,Pública,12356.22,534.23,459.63,541.45,370.01,424.09,465.88
387,BA,Vitória da Conquista,Pública,2521.57,609.78,661.04,695.01,781.91,854.36,720.42
388,PE,Caruaru,Pública,7722.41,457.5,566.51,675.26,606.24,621.66,585.44
389,PE,Petrolina,Pública,8917.25,611.76,625.07,674.14,606.77,675.11,638.57
390,PR,Maringá,Privada,11889.83,742.7,761.79,771.1,728.09,756.14,751.96
391,RJ,Niterói,Pública,2262.73,727.88,608.39,725.11,669.75,663.57,678.94
392,BA,Feira de Santana,Pública,14028.57,614.89,664.11,535.13,576.79,521.56,582.5
393,SP,Santos,Privada,5417.86,621.52,568.97,647.93,661.62,556.04,611.22
394,MG,Contagem,Pública,9829.09,506.88,490.07,566.22,414.03,476.93,490.83
395,CE,Juazeiro do Norte,Pública,4489.26,616.29,631.44,550.92,592.67,601.51,598.56
396,CE,Sobral,Pública,11675.34,582.27,594.99,619.48,675.54,577.78,610.01
397,RS,Caxias do Sul,Privada,9973.07,610.12,603.02,681.94,582.18,633.66,622.18
398,AM,Parintins,Pública,12919.44,539.16,622.96,501.92,510.64,505.5,536.04
399,SP,Campinas,Pública,8396.58,623.77,592.51,541.31,477.5,568.65,560.75
400,CE,Caucaia,Pública,5224.39,741.69,644.6,660.43,597.87,747.82,678.48
401,SP,Santos,Privada,1813.66,478.31,509.48,352.02,531.05,552.22,484.62
402,RS,Santa Maria,Privada,7090.05,662.51,560.99,706.26,626.19,606.08,632.41
403,PE,Olinda,Pública,1399.04,489.44,531.11,509.23,509.13,650.98,537.98
404,RS,Porto Alegre,Pública,6965.1,531.41,419.83,457.81,521.29,593.34,504.74
405,CE,Caucaia,Pública,2070.61,664.7,624.73,780.28,500.61,560.86,626.24
406,MG,Belo Horizonte,Pública,4103.98,624.58,482.19,604.0,524.57,620.34,571.14
407,PE,Olinda,Pública,1360.74,637.3,687.34,630.64,718.97,650.69,664.99
408,CE,Juazeiro do Norte,Privada,9301.26,622.2,522.98,666.02,569.96,607.09,597.65
409,AM,Parintins,Privada,13337.64,600.38,591.02,689.06,550.59,613.37,608.88
410,AM,Manaus,Pública,5380.92,794.61,759.46,825.5,755.24,817.3,790.42
411,RS,Porto Alegre,Pública,2202.3,777.63,643.15,618.71,704.62,715.75,691.97
412,DF,Ceilândia,Pública,14009.0,556.05,683.17,778.74,723.96,765.32,701.45
413,PR,Maringá,Privada,1627.86,607.61,672.07,637.26,674.0,748.57,667.9
414,RJ,Niterói,Pública,3490.34,542.11,583.42,637.81,517.94,558.3,567.92
415,DF,Taguatinga,Pública,10776.22,618.02,498.71,542.56,529.06,488.89,535.45
416,DF,Taguatinga,Privada,13615.29,325.13,405.26,387.24,317.62,366.27,360.3
417,PR,Maringá,Pública,7224.13,747.03,700.33,697.78,710.05,804.53,731.95
418,SP,Santos,Privada,3850.48,877.84,811.67,621.63,681.26,745.7,747.62
419,DF,Brasília,Pública,7337.25,707.76,634.96,684.94,612.7,727.6,673.59
420,DF,Brasília,Privada,11074.84,646.42,568.22,714.36,600.7,603.42,626.62
421,DF,Taguatinga,Pública,1594.1,654.08,813.48,609.97,778.57,759.92,723.21
422,DF,Brasília,Pública,9777.15,511.9,550.1,505.04,538.72,544.19,529.99
423,PR,Ponta Grossa,Privada,8968.62,684.97,646.75,661.45,524.36,633.03,630.11
424,AM,Parintins,Pública,6459.08,551.63,446.98,491.73,429.91,546.24,493.3
425,AM,Itacoatiara,Privada,8244.32,642.65,586.67,709.82,695.67,626.45,652.25
426,PE,Recife,Privada,3203.42,773.59,610.94,608.22,692.83,632.11,663.54
427,PE,Olinda,Privada,12909.25,840.99,611.01,669.34,656.46,652.13,685.99
428,CE,Sobral,Pública,3767.94,598.36,633.52,559.48,626.62,558.33,595.26
429,SP,Sorocaba,Pública,10222.1,598.47,599.21,578.16,482.19,659.54,583.51
430,SP,São Paulo,Pública,4652.61,580.09,536.91,767.93,651.42,606.07,628.48
431,PR,Curitiba,Privada,7682.2,583.26,661.45,568.89,582.5,565.39,592.3
432,AM,Parintins,Pública,6386.28,709.12,609.63,606.94,704.99,628.67,651.87
433,SP,Santos,Privada,13443.71,673.51,677.06,719.18,594.83,705.95,674.11
434,DF,Ceilândia,Pública,6726.13,606.16,664.3,585.16,604.22,714.9,634.95
435,DF,Ceilândia,Pública,3672.81,635.5,566.74,743.76,654.28,793.81,678.82
436,DF,Brasília,Pública,8714.23,604.47,561.3,601.98,464.96,540.74,554.69
437,PR,Ponta Grossa,Pública,11387.66,401.33,361.54,460.22,464.96,447.7,427.15
438,DF,Ceilândia,Pública,8852.01,642.74,704.48,550.67,678.5,525.91,620.46
439,DF,Taguatinga,Privada,6110.22,612.94,673.13,683.36,668.64,654.77,658.57
440,BA,Ilhéus,Pública,10333.02,679.76,677.75,596.17,553.57,539.02,609.25
441,CE,Caucaia,Pública,11822.25,440.38,372.1,578.72,422.48,443.21,451.38
442,SP,São Paulo,Pública,12543.54,950.64,778.02,920.15,793.57,823.48,853.17
443,SP,Campinas,Pública,6452.17,689.75,476.51,591.52,612.07,579.99,589.97
444,MG,Contagem,Privada,7214.11,748.14,588.38,667.95,666.33,578.77,649.92
445,DF,Ceilândia,Privada,13332.19,744.28,661.58,632.42,667.66,637.57,668.7
446,CE,Juazeiro do Norte,Pública,10843.36,412.33,609.19,637.86,600.9,581.01,568.26
447,PE,Olinda,Pública,2853.42,586.71,584.12,438.85,594.74,649.07,570.7
448,MG,Uberlândia,Pública,11668.62,730.96,722.6,610.37,655.17,695.75,682.97
449,CE,Sobral,Pública,1927.55,526.06,495.6,494.8,559.47,530.38,521.26
450,MG,Belo Horizonte,Pública,1321.44,594.25,631.57,811.53,726.46,695.65,691.89
451,MG,Uberlândia,Pública,9477.47,506.06,590.49,625.69,449.37,478.69,530.06
452,RJ,Nova Iguaçu,Pública,13544.92,599.46,719.76,686.71,736.08,760.69,700.54
453,PE,Petrolina,Pública,10680.78,583.88,448.58,431.63,487.08,582.4,506.72
454,BA,Ilhéus,Pública,5294.14,318.61,395.69,403.6,265.61,329.67,342.64
455,CE,Caucaia,Privada,4104.65,524.33,662.93,636.01,602.11,581.37,601.35
456,SP,Santos,Pública,12245.82,500.42,474.14,544.45,565.74,515.68,520.09
457,SP,São Paulo,Pública,5647.33,701.84,686.38,722.32,740.08,637.28,697.58
458,CE,Fortaleza,Pública,7637.24,792.34,655.03,643.75,784.59,595.81,694.3
459,AM,Parintins,Pública,10430.41,788.42,677.08,596.74,774.51,675.71,702.49
460,MG,Juiz de Fora,Privada,5615.96,665.17,563.66,568.29,665.4,681.84,628.87
461,BA,Vitória da Conquista,Privada,4655.26,840.55,756.55,761.46,795.92,786.71,788.24
462,RS,Porto Alegre,Pública,1154.07,573.25,615.68,709.33,574.47,487.48,592.04
463,MG,Belo Horizonte,Privada,14119.94,627.45,522.99,640.76,609.86,613.85,602.98
464,SP,São Paulo,Pública,13426.44,825.36,808.89,724.18,684.48,669.33,742.45
465,RS,Caxias do Sul,Pública,8358.32,530.92,633.27,643.81,685.06,592.14,617.04
466,RJ,Niterói,Pública,8600.99,770.86,541.86,556.84,531.05,721.41,624.4
467,AM,Parintins,Pública,1211.7,611.13,672.43,654.53,588.58,469.5,599.24
468,CE,Juazeiro do Norte,Pública,12407.68,505.11,671.81,554.48,543.88,580.98,571.25
469,CE,Fortaleza,Pública,10519.59,522.47,597.39,705.26,487.7,466.77,555.92
470,PR,Londrina,Pública,10245.56,525.42,706.85,653.89,603.53,706.97,639.33
471,MG,Juiz de Fora,Privada,9383.05,723.63,621.66,604.59,593.95,598.35,628.43
472,PR,Londrina,Pública,8580.88,569.57,619.98,617.43,515.77,600.61,584.67
473,PE,Olinda,Pública,10308.39,518.92,405.47,582.34,565.19,500.94,514.57
474,CE,Caucaia,Pública,6562.27,614.32,557.99,656.88,587.93,615.9,606.61
475,RS,Caxias do Sul,Privada,13626.24,639.72,660.94,681.73,561.57,680.03,644.8
476,RS,Caxias do Sul,Pública,5295.69,385.31,500.16,415.89,490.31,432.56,444.84
477,RJ,Rio de Janeiro,Pública,8048.02,590.2,818.03,590.85,760.59,690.62,690.06
478,PE,Recife,Privada,13092.65,685.2,736.15,622.51,729.29,638.04,682.24
479,RS,Santa Maria,Privada,5916.09,598.62,554.72,555.31,529.99,514.68,550.66
480,CE,Sobral,Privada,2728.02,856.36,704.42,844.03,729.19,686.2,764.04
481,CE,Sobral,Pública,3438.23,514.23,569.09,630.14,688.45,543.89,589.16
482,PE,Recife,Privada,8867.72,680.97,678.56,657.19,672.2,477.17,633.22
483,BA,Ilhéus,Pública,8231.67,545.11,507.77,471.01,526.22,468.31,503.68
484,DF,Taguatinga,Pública,13630.91,620.93,653.62,541.24,563.36,649.5,605.73
485,BA,Vitória da Conquista,Pública,10669.73,546.55,538.76,635.68,481.04,498.18,540.04
486,BA,Salvador,Pública,1971.64,443.15,476.66,482.93,449.7,433.99,457.29
487,RJ,Niterói,Privada,11293.33,613.06,539.17,615.81,643.37,793.45,640.97
488,MG,Uberlândia,Privada,11489.21,742.07,665.27,631.84,577.46,603.12,643.95
489,SP,Santos,Privada,2447.12,699.87,597.24,635.25,686.56,674.04,658.59
490,MG,Contagem,Pública,13966.56,470.41,374.66,505.04,498.22,605.61,490.79
491,PR,Maringá,Pública,4592.65,511.57,494.38,559.34,453.18,533.83,510.46
492,RS,Pelotas,Pública,14903.65,535.31,494.39,554.77,517.32,381.23,496.61
493,PE,Olinda,Privada,4376.92,675.08,542.42,571.15,663.33,747.18,639.83
494,RJ,Rio de Janeiro,Pública,9386.54,615.63,515.89,464.06,530.24,534.02,531.97
495,BA,Ilhéus,Pública,1875.14,421.82,317.83,259.27,354.8,292.06,329.16
496,RJ,Nova Iguaçu,Privada,6235.75,649.4,696.53,483.0,638.71,595.96,612.72
497,CE,Fortaleza,Pública,11715.64,494.4,464.13,561.41,542.88,655.51,543.67
498,BA,Ilhéus,Pública,7867.36,689.69,646.15,617.27,666.09,610.12,645.86
499,SP,Sorocaba,Pública,6535.56,701.47,648.75,679.58,723.46,621.3,674.91
500,RJ,Nova Iguaçu,Pública,5100.16,579.39,469.21,386.39,551.51,393.69,476.04
501,BA,Feira de Santana,Pública,1358.5,771.87,815.83,802.54,682.53,709.52,756.46
502,CE,Caucaia,Pública,3541.92,569.89,587.71,700.86,652.51,593.18,620.83
503,CE,Fortaleza,Pública,1595.97,731.75,700.42,726.28,616.02,583.34,671.56
504,AM,Manaus,Privada,4108.4,761.23,830.37,717.41,670.3,662.62,728.39
505,MG,Belo Horizonte,Pública,1509.4,670.13,588.24,626.24,560.67,517.51,592.56
506,CE,Caucaia,Pública,3677.5,646.34,495.8,539.71,492.85,434.39,521.82
507,PE,Olinda,Privada,9221.81,550.64,675.02,561.99,608.48,647.25,608.68
508,RJ,Duque de Caxias,Privada,1021.95,629.87,701.2,677.52,670.62,576.61,651.17
509,CE,Caucaia,Pública,9885.52,545.9,505.65,506.9,545.98,598.31,540.55
510,RJ,Nova Iguaçu,Pública,864.89,640.84,650.51,638.46,608.39,510.4,609.72
511,RS,Santa Maria,Privada,10162.45,606.53,499.31,604.3,649.75,633.56,598.69
512,PE,Caruaru,Pública,4369.62,651.47,537.18,596.08,590.19,536.39,582.26
513,SP,Sorocaba,Pública,1806.2,505.94,615.93,494.94,633.49,632.63,576.59
514,RJ,Nova Iguaçu,Pública,4167.08,621.28,685.74,642.7,598.04,641.14,637.78
515,RS,Santa Maria,Pública,6103.49,666.93,681.76,621.4,678.04,723.95,674.42
516,BA,Feira de Santana,Pública,7410.59,642.13,578.59,610.15,651.62,671.99,630.9
517,MG,Uberlândia,Pública,12969.03,537.89,407.84,437.37,372.01,394.7,429.96
518,RS,Caxias do Sul,Pública,9028.43,470.61,451.85,464.56,467.95,491.71,469.34
519,CE,Fortaleza,Pública,6399.35,609.05,571.42,570.1,597.84,599.39,589.56
520,PR,Londrina,Pública,5000.22,559.72,514.07,442.82,557.75,555.09,525.89
521,SP,Sorocaba,Pública,2768.46,561.91,608.21,425.78,435.3,602.04,526.65
522,PR,Maringá,Pública,5011.58,586.8,522.71,561.53,583.9,559.3,562.85
523,PE,Recife,Pública,13722.06,594.72,516.66,479.56,501.33,425.48,503.55
524,RJ,Niterói,Pública,5556.0,633.61,607.02,687.93,574.72,649.42,630.54
525,RS,Pelotas,Pública,4596.48,482.18,493.41,429.76,524.46,434.17,472.79
526,AM,Itacoatiara,Privada,13572.21,677.27,556.95,446.51,641.25,582.4,580.87
527,CE,Fortaleza,Pública,13550.83,744.46,537.1,651.27,440.01,555.67,585.7
528,AM,Itacoatiara,Pública,6714.82,393.28,437.56,574.77,558.9,530.15,498.94
529,SP,Campinas,Privada,8178.61,652.25,541.12,568.22,550.15,529.33,568.21
530,DF,Brasília,Privada,5152.23,580.25,589.42,738.99,643.78,666.21,643.73
531,MG,Uberlândia,Privada,4850.5,779.57,754.45,785.84,800.31,768.56,777.75
532,BA,Vitória da Conquista,Pública,8787.32,624.3,688.29,581.5,687.1,671.18,650.47
533,SP,Sorocaba,Privada,11712.96,710.0,815.32,725.99,661.91,736.19,729.88
534,BA,Ilhéus,Privada,14568.4,662.65,490.44,634.88,559.21,647.86,599.01
535,SP,Campinas,Pública,2459.64,626.16,630.75,623.15,697.42,620.81,639.66
536,AM,Manaus,Privada,11692.75,679.31,542.92,463.09,664.12,598.31,589.55
537,CE,Juazeiro do Norte,Pública,8064.09,766.42,697.87,644.22,704.82,719.03,706.47
538,PE,Caruaru,Pública,7127.18,556.4,544.98,481.01,517.51,564.14,532.81
539,PR,Ponta Grossa,Pública,9137.96,695.16,765.46,505.59,774.54,723.64,692.88
540,PR,Curitiba,Pública,9871.05,661.02,471.51,533.04,625.33,727.34,603.65
541,BA,Ilhéus,Pública,12532.73,618.55,620.88,637.96,677.44,635.41,638.05
542,CE,Fortaleza,Pública,13476.15,602.43,520.23,551.99,489.13,756.96,584.15
543,RJ,Nova Iguaçu,Pública,8831.16,626.69,665.77,645.35,604.41,668.44,642.13
544,BA,Feira de Santana,Pública,2875.15,513.33,534.37,500.75,390.85,339.52,455.76
545,SP,Santos,Pública,9873.04,697.54,653.99,559.04,670.66,703.94,657.03
546,PE,Caruaru,Pública,10711.14,625.88,555.91,563.45,517.01,663.5,585.15
547,PR,Maringá,Privada,3115.01,718.25,608.48,622.76,556.03,749.38,650.98
548,RJ,Duque de Caxias,Pública,1884.88,573.54,464.26,472.73,544.34,560.39,523.05
549,DF,Ceilândia,Privada,5657.04,488.94,505.93,611.71,510.17,527.42,528.83
550,MG,Uberlândia,Pública,1916.19,437.88,564.71,441.04,574.45,558.57,515.33
551,AM,Itacoatiara,Pública,2488.7,633.1,602.43,485.97,632.13,574.97,585.72
552,RS,Caxias do Sul,Pública,1215.48,775.2,631.79,651.73,739.63,577.65,675.2
553,DF,Brasília,Pública,1770.39,554.71,624.49,493.57,700.98,768.24,628.4
554,SP,São Paulo,Privada,13870.78,761.54,758.12,772.05,740.87,753.95,757.31
555,AM,Manaus,Pública,11612.01,532.52,605.6,528.63,591.52,561.56,563.97
556,RJ,Nova Iguaçu,Pública,6263.89,731.07,633.24,749.54,691.26,542.89,669.6
557,PR,Londrina,Privada,13505.52,657.38,872.39,790.64,756.84,716.32,758.71
558,AM,Itacoatiara,Pública,2492.89,578.71,495.85,365.61,528.23,564.89,506.66
559,RS,Pelotas,Pública,12785.22,612.33,449.89,552.59,559.36,451.82,525.2
560,PR,Maringá,Pública,9364.95,588.99,527.25,493.12,523.73,611.97,549.01
561,MG,Belo Horizonte,Pública,1550.5,759.45,642.58,775.46,753.57,795.23,745.26
562,RJ,Rio de Janeiro,Pública,8183.27,531.66,439.37,511.51,413.88,474.51,474.18
563,AM,Itacoatiara,Pública,11648.3,775.32,652.76,803.74,750.57,771.67,750.81
564,MG,Juiz de Fora,Privada,3130.85,599.93,506.99,502.09,588.67,502.61,540.06
565,AM,Manaus,Pública,6357.66,690.14,562.79,469.99,699.13,570.24,598.46
566,SP,Campinas,Privada,5754.05,662.06,642.31,681.75,627.93,715.34,665.88
567,PE,Recife,Pública,4316.12,476.97,582.85,558.13,530.21,548.71,539.37
568,PE,Recife,Pública,13059.83,407.51,416.68,361.68,496.66,436.77,423.86
569,PR,Maringá,Pública,12278.24,786.12,594.94,695.1,656.5,784.66,703.47
570,PE,Petrolina,Pública,9823.31,662.13,641.78,680.97,610.21,724.86,663.99
571,RS,Porto Alegre,Privada,9010.34,530.84,565.42,562.8,595.69,617.43,574.44
572,BA,Ilhéus,Pública,5249.61,527.3,587.39,476.44,454.15,592.45,527.55
573,AM,Manaus,Pública,3823.93,534.53,456.21,597.48,497.37,426.83,502.48
574,PR,Curitiba,Pública,5972.7,582.42,583.76,488.2,565.69,450.74,534.16
575,RJ,Niterói,Privada,4590.47,828.96,777.98,821.92,781.79,788.51,799.83
576,BA,Ilhéus,Pública,14876.36,546.05,444.54,462.27,457.56,387.98,459.68
577,AM,Manaus,Pública,1399.7,457.64,617.41,541.8,570.04,601.92,557.76
578,PR,Maringá,Pública,13377.21,606.66,484.75,562.15,450.02,477.85,516.29
579,DF,Ceilândia,Pública,13360.82,685.26,565.07,678.72,532.68,682.51,628.85
580,RS,Santa Maria,Pública,2316.76,674.61,627.59,597.6,530.91,590.05,604.15
581,RJ,Nova Iguaçu,Pública,7542.93,683.77,643.27,659.78,569.65,649.03,641.1
582,DF,Brasília,Privada,10203.57,783.88,819.01,683.4,872.29,653.74,762.46
583,RJ,Niterói,Privada,6316.29,755.25,767.0,796.16,785.69,718.59,764.54
584,RS,Caxias do Sul,Privada,9765.21,876.64,741.18,784.29,598.67,639.61,728.08
585,PE,Petrolina,Privada,12447.43,605.51,620.23,739.66,703.79,555.77,644.99
586,CE,Fortaleza,Privada,9907.49,771.73,695.6,665.71,762.51,738.43,726.8
587,MG,Contagem,Privada,5335.47,672.87,603.57,534.15,657.79,599.07,613.49
588,PR,Maringá,Pública,13244.74,732.38,885.0,709.1,709.75,672.22,741.69
589,RJ,Duque de Caxias,Pública,10757.91,728.06,637.92,667.59,549.52,773.81,671.38
590,RJ,Rio de Janeiro,Privada,6979.25,809.73,770.79,753.7,808.39,718.88,772.3
591,CE,Sobral,Pública,12960.0,630.49,533.93,505.52,484.04,500.05,530.81
592,BA,Vitória da Conquista,Pública,7203.87,551.16,581.32,687.2,656.17,764.77,648.12
593,PR,Londrina,Privada,10860.03,445.7,532.47,503.22,493.55,645.3,524.05
594,DF,Ceilândia,Privada,9294.9,608.9,598.84,584.25,666.16,727.74,637.18
595,DF,Brasília,Pública,7953.2,636.72,557.42,546.77,641.24,603.08,597.05
596,SP,Campinas,Pública,14621.88,613.94,679.89,672.63,606.36,713.23,657.21
597,AM,Parintins,Pública,3142.77,278.75,447.55,301.27,396.83,386.72,362.22
598,RS,Caxias do Sul,Pública,3400.61,584.18,592.43,637.76,612.6,453.88,576.17
599,AM,Parintins,Pública,2397.37,649.36,647.38,617.99,645.84,666.29,645.37
600,BA,Feira de Santana,Pública,14597.11,459.69,458.54,583.78,528.99,415.86,489.37
601,SP,Santos,Pública,10465.08,330.02,370.86,469.66,422.98,573.55,433.42
602,CE,Sobral,Pública,4624.32,677.77,689.29,622.19,631.51,968.23,717.8
603,DF,Brasília,Pública,1491.29,486.24,510.37,636.77,550.44,436.58,524.08
604,MG,Uberlândia,Privada,13090.32,823.78,736.92,675.55,729.16,618.61,716.8
605,RJ,Nova Iguaçu,Pública,6939.49,589.26,684.16,694.56,656.41,545.66,634.01
606,CE,Sobral,Privada,7565.44,615.96,477.73,491.79,577.81,620.88,556.83
607,CE,Caucaia,Pública,10933.62,560.53,603.62,681.51,649.51,736.92,646.42
608,BA,Feira de Santana,Privada,10517.26,780.27,634.96,669.62,761.26,659.25,701.07
609,AM,Parintins,Pública,7398.12,463.79,484.66,515.88,662.71,585.41,542.49
610,CE,Caucaia,Privada,12769.32,722.57,814.11,728.78,665.42,749.86,736.15
611,MG,Uberlândia,Pública,11407.82,588.22,511.13,524.79,530.39,565.88,544.08
612,CE,Sobral,Pública,13136.68,619.38,591.47,503.77,532.21,560.91,561.55
613,PR,Maringá,Pública,2718.62,740.43,607.16,697.65,703.79,650.21,679.85
614,RS,Santa Maria,Privada,12986.29,673.91,674.57,691.65,725.35,745.17,702.13
615,CE,Sobral,Pública,13009.11,567.01,563.62,535.7,631.37,559.1,571.36
616,PR,Ponta Grossa,Privada,11266.51,485.02,547.22,466.63,500.84,481.91,496.32
617,CE,Caucaia,Privada,8301.99,533.0,540.56,449.71,428.44,506.43,491.63
618,PE,Petrolina,Pública,1095.46,634.54,592.38,633.13,629.75,550.72,608.1
619,DF,Ceilândia,Pública,2662.45,682.68,610.78,481.78,556.55,432.94,552.95
620,MG,Uberlândia,Pública,11439.41,568.48,557.27,560.57,427.64,699.45,562.68
